# Creation date:  11.06.2004
# Author:         Pascal Ballester, ESO/DMD
# Description:    Calibrated intensities of emission sky lines     
#                 in the wavelength domain 0.3-2.6 microns
#
# Table of sky emission lines in the range 0.3-2.5 um.
#
# Concerning the optical lines (in this file: lambda < 0.92 microns)
#------------------------------------------------------------------------ 
# Source: the UVES Sky Emission Atlas (Hanuschik, 2003, A&A, 407,
# 1157)
#
# Concerning the OH lines (in this file: lambda > 0.92 microns)
#--------------------------------------------------------------------
# This file contains most of the OH lines appearing in the sky.
# All the lines belonging to the sequence Delta V=2 to 5, up
# to V'=9 are included. All the levels with the rotational quantum 
# number J equal or inferior to 16.5 have been considered.
# 
# These data have been computed by Philippe Rousselot (Observatory of
# Besancon, France). The calculations are based on the energy levels
# published by Abrams et al. (1994, ApJS, 93, 351) and on the
# transition probabilities published by Mies (1974, J. of Mol. Spec.,
# 53, 150). The upper relative populations have been computed by
# assuming a Boltzmann distribution with a rotational temperature
# equal to 190 K and a vibrational temperature equal to 9000 K. These
# values are approximates and the resulting relative intensities
# should be regarded as indicative. The accuracy of the wavelengths is
# of the order of a few hundredth of Angstroems.
# 
# If you have any questions or comments concerning this list you
# can send an E-mail to philippe@obs-besancon.fr.
#
# If you use this list for your work and puslish it, please refer to:
# Rousselot et al. (2000, A&A, 354, 1134).
#
# Concerning the merged data
#---------------------------
# The OH lines table, initially in relative units proportional to the
# flux of photons, has been scaled to match the UVES spectrum (in units
# of 1e-16*ergs/cm2/s/arcsec2) in the region 0.7-1.0 microns. 
#
# For this purpose, the OH lines intensities have been divided by the
# wavelength to bring them in units relatives to the UVES ones, then
# scaled to obtain a good agreement in the region 0.7-1.0 micron.
#
# Then the values have been converted from 1e-16 ergs/cm2/s/arcsec2
# to photons/s/m2/arcsec2 by multiplying by 1e-16 * 1e-3, then 
# dividing by the photon energy in Joules (1.985e-19/lambda [microns]).  
# (calculations done on the table all-sky-emission.tbl) 
#
#
# Wavelength [um]  Flux [photons/m2/s/arcsec2]
   1.050198   0.03772040
   1.050665   0.00000001
   1.050906   0.00000001
   1.051192   4.39798485
   1.051205   0.00000001
   1.051211   4.39798485
   1.051254   0.06513854
   1.051391   0.00000553
   1.051403   0.06513854
   1.051525   0.00000553
   1.051574   0.00000001
   1.051921   0.00000820
   1.052121   0.00000820
   1.052735   9.47984821
   1.052797   9.47984813
   1.052905   0.00000334
   1.052949   0.00000334
   1.053232   0.00001052
   1.053315   0.00001052
   1.056719   0.00000003
   1.056830   0.00000003
   1.057207   0.00000008
   1.057422   0.00000008
   1.057523   1.75440804
   1.057557   1.75440811
   1.057976   0.00000026
   1.058031   0.00000026
   1.058281   0.00000072
   1.058380   0.00000072
   1.058836   3.44710350
   1.058916   3.44710346
   1.059157   0.00869270
   1.059246   0.00869270
   1.060186   0.01431990
   1.060364   0.01431990
   1.060723   0.00000034
   1.060878   0.00000034
   1.061202   0.00000049
   1.061427   0.00000049
   1.063551   0.00000002
   1.063619   0.00000002
   1.063782   0.00000000
   1.063838   0.00000004
   1.063953   0.00000004
   1.064061   0.00000000
   1.064343   0.52934508
   1.064392   0.52934509
   1.065471   0.96536524
   1.065571   0.96536526
   1.066017   0.00000000
   1.066154   0.00000000
   1.066483   0.00000001
   1.066735   0.00000001
   1.068660   0.26259446
   1.068676   0.26259447
   1.068717   0.04740554
   1.068728   0.04740554
   1.068855   0.02857683
   1.068876   0.02857682
   1.068910   0.15075568
   1.068931   0.15075567
   1.068961   0.00166121
   1.069073   0.00166121
   1.069090   1.14483634
   1.069109   1.14483635
   1.069268   0.00679345
   1.069273   0.00679345
   1.069328   0.00425693
   1.069347   0.00425693
   1.069499   0.61889170
   1.069518   0.61889168
   1.069644   0.00000000
   1.069726   0.00000000
   1.069909   0.00265743
   1.069914   0.00000000
   1.069995   3.88665006
   1.070014   3.88665003
   1.070047   0.00000000
   1.070119   0.00265743
   1.070321   0.00077708
   1.070324   0.00077708
   1.070327   0.00050277
   1.070343   0.00050277
   1.070614   0.00000002
   1.070633   1.94962210
   1.070648   1.94962215
   1.070791   0.00000002
   1.071050   0.00000002
   1.071302   0.00000002
   1.071359  10.07934533
   1.071377  10.07934491
   1.071667   0.12244332
   1.071732   0.12244332
   1.071854   0.00004737
   1.071865   0.00004737
   1.071881   0.00007131
   1.071893   0.00007131
   1.072330   4.60201527
   1.072340   4.60201500
   1.072646   0.21057935
   1.072767   0.21057935
   1.073164  19.10579208
   1.073179  19.10579332
   1.073915   0.00000358
   1.073919   0.00000358
   1.073961   0.00000528
   1.073984   0.00000528
   1.074614   7.76826184
   1.074616   7.76826220
   1.075387  22.85894170
   1.075397  22.85894282
   1.076190   0.00000000
   1.076270   0.00000000
   1.076355   0.00000000
   1.076365   0.00000000
   1.076511   0.00000022
   1.076514   0.00000022
   1.076523   0.00000000
   1.076572   0.00000032
   1.076607   0.00000032
   1.076636   0.00000000
   1.076674   0.00000000
   1.076927   0.00000000
   1.077502   8.17002563
   1.077510   8.17002564
   1.079512   0.02195214
   1.079582   0.00026725
   1.079596   0.02195214
   1.079651   0.00000001
   1.079663   0.00000001
   1.079719   0.00026725
   1.079726   0.00000002
   1.079773   0.00000002
   1.080372   0.03602015
   1.080459   0.00041511
   1.080515   0.03602015
   1.080706   0.00041511
   1.081085   0.00000000
   1.081285   0.00000000
   1.081485   0.00000000
   1.081764   0.00000000
   1.083224   6.28841337
   1.083227   6.28841332
   1.083349   0.00000000
   1.083370   0.00000000
   1.083428  58.29974594
   1.083430  58.29974571
   1.083435   0.00000000
   1.083442   0.00000000
   1.083495   0.00000000
   1.083552   0.00000000
   1.083682   0.00000000
   1.083851   0.00000000
   1.084076   1.91183881
   1.084080   1.91183888
   1.084467  21.23425782
   1.084472  21.23425741
   1.085477   0.75314860
   1.085481   0.75314860
   1.085958   7.16750638
   1.085968   7.16750647
   1.087291   0.00000000
   1.087411   0.27015114
   1.087411   0.27015113
   1.087486   0.00000000
   1.087620   0.00000000
   1.087649   0.00000000
   1.087898   0.00307431
   1.087920   2.09823682
   1.087938   2.09823677
   1.088000   0.00307431
   1.088660   0.00481108
   1.088826   0.00481108
   1.089861  12.65743057
   1.089861   0.08164988
   1.089865   0.08164987
   1.089875  12.65743091
   1.090369   0.51889167
   1.090395   0.51889166
   1.091065   0.00003621
   1.091179   0.00000000
   1.091230   0.00003621
   1.091304   0.00000000
   1.091881   0.00005489
   1.092157   0.00000000
   1.092167   0.00005489
   1.092381   0.00000000
   1.092527   0.00000000
   1.092635  42.31738141
   1.092651  42.31737937
   1.092826   0.02010076
   1.092834   0.00000000
   1.092835   0.02010076
   1.093316   0.10681360
   1.093353   0.10681361
   1.095132  16.08312348
   1.095138  16.08312331
   1.096306   0.00398615
   1.096323   0.00398615
   1.096772   0.01819899
   1.096821   0.01819899
   1.096843   0.00033539
   1.096965   0.00033539
   1.097518  45.57934595
   1.097525   0.00051385
   1.097548  45.57934504
   1.097715   0.00051385
   1.100308   0.00063942
   1.100334   0.00063942
   1.100747   0.00255416
   1.100809   0.00255416
   1.100927  12.69521478
   1.100932  12.69521433
   1.102958  31.09571729
   1.103005  31.09571774
   1.103459   0.00000416
   1.103656   0.00000416
   1.103856   0.00000000
   1.104103   0.00000000
   1.104222   0.00000617
   1.104552   0.00000617
   1.104838   0.00008203
   1.104875   0.00008203
   1.105251   0.00029496
   1.105328   0.00029496
   1.106366   0.00002924
   1.106510   0.00002924
   1.106981   0.00004369
   1.107198   0.00004369
   1.107236   7.13853895
   1.107255   7.13853886
   1.108969  15.55415630
   1.109035  15.55415608
   1.109908   0.00000861
   1.109957   0.00000861
   1.110296   0.00002807
   1.110390   0.00002807
   1.114074   2.99622165
   1.114108   2.99622165
   1.115530   0.00000073
   1.115560   5.94458440
   1.115592   0.00000073
   1.115646   5.94458432
   1.115894   0.00000219
   1.116006   0.00000219
   1.116489   0.00000203
   1.116655   0.00000203
   1.116822   0.00000041
   1.117048   0.00000297
   1.117054   0.00000041
   1.117292   0.00000297
   1.117538   0.00000059
   1.117917   0.00000059
   1.121455   0.96083123
   1.121506   0.96083127
   1.121718   0.00000005
   1.121795   0.00000005
   1.122061   0.00000014
   1.122192   0.00000014
   1.122741   1.76952145
   1.122848   1.76952142
   1.127234   0.00000011
   1.127424   0.00000011
   1.127746   0.00000016
   1.128019   0.00000016
   1.128488   0.00000000
   1.128580   0.00000000
   1.128812   0.00000001
   1.128813   0.43627203
   1.128825   0.43627203
   1.128963   0.00000001
   1.129063   0.08591940
   1.129068   0.08591939
   1.129074   0.24798488
   1.129095   0.24798489
   1.129109   1.76322416
   1.129125   1.76322419
   1.129199   0.05129723
   1.129220   0.05129723
   1.129397   0.23891687
   1.129466   0.23891686
   1.129545   0.94332491
   1.129565   0.94332492
   1.129865   0.01357683
   1.129868   0.01357683
   1.129916   0.00843325
   1.129934   0.00843325
   1.129935   5.60705272
   1.129953   5.60705281
   1.130521   0.41473553
   1.130626   2.78211578
   1.130641   2.78211596
   1.130651   0.41473553
   1.131217   0.00000003
   1.131225   0.00111045
   1.131228   0.00172922
   1.131240   0.00111045
   1.131241   0.00172922
   1.131276  13.76574329
   1.131294  13.76574346
   1.131488   0.00000003
   1.131893   0.00000005
   1.132326   0.00000005
   1.132332   6.22040275
   1.132342   6.22040314
   1.133112  24.96221692
   1.133127  24.96221720
   1.133130   0.00011792
   1.133139   0.00011792
   1.133168   0.00017872
   1.133192   0.00017872
   1.134688  10.05919470
   1.134689  10.05919423
   1.135419  28.87909461
   1.135428  28.87909364
   1.135638   0.00001016
   1.135640   0.00001016
   1.135697   0.00001506
   1.135735   0.00001506
   1.135859   0.00000000
   1.135968   0.00000000
   1.136165   0.00000000
   1.136338   0.00000000
   1.137710  10.25440808
   1.137717  10.25440805
   1.137920   0.04653652
   1.138008   0.04653653
   1.138626   0.00000001
   1.138752   0.00000071
   1.138759   0.00000071
   1.138829   0.00000104
   1.138840   0.00000001
   1.138882   0.00000104
   1.138912   0.07701511
   1.139066   0.07701511
   1.139097   0.00000001
   1.139399   0.00000001
   1.142489   0.00000004
   1.142506   0.00000004
   1.142579   0.00000006
   1.142649   0.00000006
   1.143775   7.72166283
   1.143778   7.72166283
   1.143851   0.00000000
   1.143977   0.00000000
   1.143993  72.02771134
   1.143995  72.02770907
   1.144142   0.00000000
   1.144336   0.00000000
   1.144721   2.37783369
   1.144726   2.37783367
   1.145158  26.91435673
   1.145163  26.91435737
   1.146281   0.96032746
   1.146285   0.96032744
   1.146717   0.00000000
   1.146827   9.40931967
   1.146838   9.40931964
   1.146865   0.00000000
   1.146894   0.00000000
   1.146965   0.00000000
   1.147033   0.00000000
   1.147046   0.00715743
   1.147053   0.00000000
   1.147155   0.00715743
   1.147930   0.01140050
   1.148110   0.01140050
   1.148436   0.35806043
   1.148437   0.35806043
   1.149022   2.87909334
   1.149042   2.87909328
   1.150691   0.00000000
   1.150854  15.54156199
   1.150869  15.54156216
   1.150929   0.00000000
   1.151127   0.00000000
   1.151172   0.11361461
   1.151175   0.11361461
   1.151459   0.00000000
   1.151761   0.75100751
   1.151791   0.75100755
   1.151900   0.00000000
   1.151942   0.00000000
   1.152487   0.00000000
   1.152629   0.00000000
   1.153871  52.04030306
   1.153888  52.04030463
   1.154485   0.02977330
   1.154495   0.02977330
   1.155057   0.16523930
   1.155100   0.16523930
   1.156521  20.10075551
   1.156529  20.10075668
   1.156796   0.00087557
   1.156927   0.00087557
   1.157590   0.00135139
   1.157798   0.00135139
   1.158378   0.00636902
   1.158396   0.00636902
   1.158925   0.03031486
   1.158981   0.03031486
   1.159152  57.31737921
   1.159185  57.31738307
   1.162783  16.33501263
   1.162787  16.33501258
   1.162858   0.00111196
   1.162887   0.00111196
   1.163376   0.00463980
   1.163447   0.00463980
   1.163456   0.00000000
   1.163719   0.00000000
   1.165049  40.39043092
   1.165100  40.39043160
   1.167195   0.00008563
   1.167350   0.00008563
   1.167915   0.00012872
   1.167936   0.00015831
   1.167976   0.00015831
   1.168152   0.00012872
   1.168423   0.00058955
   1.168513   0.00058955
   1.169625   9.57304776
   1.169644   9.57304795
   1.171579  21.07052872
   1.171651  21.07052973
   1.173625   0.00001840
   1.173678   0.00001840
   1.174083   0.00006218
   1.174191   0.00006218
   1.177065   4.23425668
   1.177101   4.23425667
   1.178268   0.00000674
   1.178448   0.00000674
   1.178756   8.49496171
   1.178849   8.49496209
   1.178925   0.00000992
   1.179193   0.00000992
   1.179941   0.00000175
   1.180008   0.00000175
   1.180371   0.00000546
   1.180500   0.00000546
   1.185118   1.44710323
   1.185171   1.44710324
   1.186592   2.69521392
   1.186709   2.69521416
   1.186901   0.00000014
   1.186985   0.00000014
   1.187306   0.00000040
   1.187459   0.00000040
   1.190042   0.00000043
   1.190249   0.00000043
   1.190647   0.00000062
   1.190947   0.00000062
   1.193804   0.38778339
   1.193877   0.38778339
   1.194528   0.00000001
   1.194630   0.00000001
   1.194909   0.00000002
   1.195087   0.00000002
   1.195100   0.68010079
   1.195242   0.68010076
   1.196788   0.66863981
   1.196796   0.66863977
   1.196880   2.50125939
   1.196893   2.50125956
   1.197055   0.37607052
   1.197078   0.37607055
   1.197317   0.14382871
   1.197318   0.14382871
   1.197345   1.32367755
   1.197366   1.32367758
   1.197444   0.08501260
   1.197466   0.08501259
   1.197575   7.44584381
   1.197591   7.44584359
   1.198324   3.65491198
   1.198341   3.65491202
   1.198471   0.02521411
   1.198482   0.02521411
   1.198509   0.01544081
   1.198527   0.01544081
   1.198857  17.29219198
   1.198873  17.29219197
   1.200009   7.73173822
   1.200020   7.73173797
   1.200251   0.00228463
   1.200263   0.00228463
   1.200272   0.00358816
   1.200296   0.00358816
   1.200701  30.00000075
   1.200715  29.99999917
   1.202423  11.97355139
   1.202426  11.97355209
   1.202549   0.00000002
   1.202677   0.00027418
   1.202682   0.00027418
   1.202737   0.00041877
   1.202776   0.00041877
   1.202784   0.00000002
   1.202845   0.00000000
   1.202967   0.00000000
   1.203084  33.51385542
   1.203093  33.51385389
   1.203109   0.00000003
   1.203146   0.08227959
   1.203204   0.00000000
   1.203240   0.08227960
   1.203409   0.00000000
   1.203442   0.00000003
   1.204296   0.13753149
   1.204465   0.13753149
   1.205584  11.82745656
   1.205591  11.82745603
   1.205795   0.00002698
   1.205800   0.00002698
   1.205882   0.00004028
   1.205938   0.00004028
   1.209616   0.00000219
   1.209633   0.00000219
   1.209725   0.00000321
   1.209802   0.00000321
   1.211879   0.00000000
   1.212022   0.00000000
   1.212037   8.71536458
   1.212041   8.71536492
   1.212216   0.00000000
   1.212263  81.73803965
   1.212265  81.73803104
   1.212452   0.00000000
   1.213104   2.71662463
   1.213110   2.71662454
   1.213171   0.01394207
   1.213287   0.01394207
   1.213589  31.34760580
   1.213595  31.34760584
   1.214165   0.00000015
   1.214195   0.00000015
   1.214200   0.02238035
   1.214289   0.00000021
   1.214388   0.00000021
   1.214397   0.02238035
   1.214865   1.12493703
   1.214870   1.12493704
   1.215487  11.36020151
   1.215500  11.36020159
   1.215822   0.00000000
   1.216084   0.00000000
   1.216342   0.00000000
   1.216710   0.00000000
   1.217303   0.43539045
   1.217306   0.43539042
   1.217981   3.63727944
   1.218003   3.63727960
   1.219464   0.00000001
   1.219509   0.00000001
   1.219597   0.00000001
   1.219630  17.55667394
   1.219647  17.55667376
   1.219720   0.00000001
   1.220404   0.14508816
   1.220406   0.14508816
   1.221092   1.00365235
   1.221126   1.00365236
   1.221660   0.00000000
   1.221825   0.00000000
   1.222921  58.81611955
   1.222938  58.81612098
   1.223905   0.00189673
   1.224045   0.00189673
   1.224162   0.04056675
   1.224172   0.04056675
   1.224832   0.00294962
   1.224837   0.23551637
   1.224886   0.23551637
   1.225061   0.00294962
   1.225538   0.00000000
   1.225601   0.00000000
   1.225768  23.09823619
   1.225778  23.09823676
   1.228584   0.00938161
   1.228604   0.00938161
   1.228682  66.28463279
   1.228716  66.28463157
   1.229234   0.04667506
   1.229298   0.04667506
   1.229896   0.00000000
   1.230186   0.00000000
   1.232590  19.34508935
   1.232592  19.34508887
   1.233680   0.00178589
   1.233710   0.00178589
   1.234298   0.00779093
   1.234380   0.00779093
   1.235133  48.27455826
   1.235187  48.27455654
   1.235377   0.00020882
   1.235543   0.00020882
   1.236219   0.00031612
   1.236482   0.00031612
   1.239462   0.00028035
   1.239506   0.00028035
   1.240047   0.00109471
   1.240079  11.81989882
   1.240097  11.81989891
   1.240150   0.00109471
   1.242297  26.30982263
   1.242373  26.30982402
   1.245949   0.00003662
   1.246009   0.00003662
   1.246501   0.00012884
   1.246628   0.00012884
   1.247620   0.00001869
   1.247814   0.00001869
   1.248253   5.51637249
   1.248289   5.51637295
   1.248389   0.00002768
   1.248689   0.00002768
   1.250191  11.19395431
   1.250292  11.19395427
   1.253162   0.00000392
   1.253239   0.00000392
   1.253683   0.00001271
   1.253835   0.00001271
   1.257130   2.01259445
   1.257186   2.01259447
   1.258834   3.78967250
   1.258961   3.78967268
   1.260668   0.00000137
   1.260893   0.00000137
   1.261126   0.00000035
   1.261222   0.00000035
   1.261375   0.00000199
   1.261617   0.00000106
   1.261714   0.00000199
   1.261798   0.00000106
   1.266735   0.58186397
   1.266812   0.58186397
   1.268244   1.03161212
   1.268400   1.03161212
   1.269869   0.00000003
   1.269987   0.00000003
   1.270333   0.00000007
   1.270544   0.00000007
   1.274559   0.00000008
   1.274792   3.36397982
   1.274800   3.36397979
   1.274817   0.00000008
   1.275012   0.97216619
   1.275013   0.97216624
   1.275212   0.00000012
   1.275273   9.36523931
   1.275282   0.54093199
   1.275286   9.36523942
   1.275288   1.76070524
   1.275307   0.54093199
   1.275311   1.76070522
   1.275594   0.00000012
   1.275945   0.22858942
   1.275956   0.22858943
   1.276064   0.13375315
   1.276087   0.13375315
   1.276089   4.54534000
   1.276109   4.54534009
   1.276434  20.56675083
   1.276449  20.56675106
   1.277095   0.13476071
   1.277195   0.13476071
   1.277616   0.04403022
   1.277634   0.02686398
   1.277641   0.04403023
   1.277651   0.02686398
   1.277703   9.09823650
   1.277717   9.09823628
   1.278250  34.08060414
   1.278263  34.08060638
   1.278442   0.22745592
   1.278629   0.22745591
   1.279422   0.00000000
   1.279565   0.00000000
   1.279861   0.00000000
   1.279998   0.00441940
   1.280007   0.00441940
   1.280046   0.00700126
   1.280089   0.00700126
   1.280107   0.00000000
   1.280152  13.48866488
   1.280156  13.48866458
   1.280694  36.77581974
   1.280703  36.77581944
   1.283167   0.00059950
   1.283168   0.00059950
   1.283258   0.00092292
   1.283321   0.00092292
   1.283453  12.90932016
   1.283459  12.90931968
   1.287148   0.00006746
   1.287162   0.00006746
   1.287276   0.00010140
   1.287363   0.00010140
   1.288242   0.02517632
   1.288367   0.02517632
   1.289337   0.00000000
   1.289454   0.04098237
   1.289631   0.00000000
   1.289673   0.04098237
   1.289824   0.00000000
   1.289942   0.00000001
   1.289993   0.00000000
   1.290238   0.00000000
   1.290351   9.30856452
   1.290356   9.30856444
   1.290370   0.00000001
   1.290523   0.00000000
   1.290570  87.70781233
   1.290572  87.70781481
   1.291576   2.93828701
   1.291584   2.93828715
   1.291974   0.00000633
   1.292004   0.00000633
   1.292110  34.54659694
   1.292117  34.54659913
   1.292126   0.00000933
   1.292241   0.00000933
   1.293602   1.24647356
   1.293610   1.24647356
   1.294310  12.98488617
   1.294325  12.98488656
   1.296412   0.50075568
   1.296417   0.50075566
   1.297200   4.35768251
   1.297226   4.35768238
   1.297672   0.00000050
   1.297721   0.00000050
   1.297841   0.00000072
   1.297987   0.00000072
   1.298555  18.76574360
   1.298574  18.76574270
   1.299995   0.17594457
   1.299995   0.17594457
   1.300209   0.00383879
   1.300361   0.00383879
   1.300804   1.27204038
   1.300843   1.27204037
   1.301114   0.00000000
   1.301307   0.00602267
   1.301314   0.00000000
   1.301563   0.00602267
   1.302154  62.89672348
   1.302173  62.89672284
   1.304277   0.00000003
   1.304343   0.05244332
   1.304347   0.00000003
   1.304351   0.05244332
   1.304456   0.00000005
   1.304637   0.00000005
   1.305047   0.00000000
   1.305144   0.31939547
   1.305201   0.31939547
   1.305268  25.15113329
   1.305280  25.15113430
   1.305380   0.00000000
   1.308509  72.59445973
   1.308544  72.59446063
   1.309466   0.01309824
   1.309485   0.01309824
   1.310243   0.06840050
   1.310319   0.06840051
   1.311828   0.00000000
   1.311923   0.00000000
   1.312782  21.72544202
   1.312782  21.72544147
   1.313034   0.00047683
   1.313216   0.00047683
   1.314036   0.00072758
   1.314332   0.00072758
   1.315378   0.00272796
   1.315411   0.00272796
   1.315651  54.71032913
   1.315708  54.71032677
   1.316123   0.01246851
   1.316222   0.01246851
   1.321077  13.85390415
   1.321093  13.85390412
   1.322100   0.00047368
   1.322148   0.00047368
   1.322809   0.00192695
   1.322934   0.00192695
   1.323611  31.18387883
   1.323693  31.18388060
   1.326758   0.00004869
   1.326974   0.00004869
   1.327678   0.00007262
   1.328017   0.00007262
   1.329655   0.00006878
   1.329721   0.00006878
   1.330174   6.82997482
   1.330209   6.82997466
   1.330328   0.00025302
   1.330481   0.00025302
   1.332413  14.03022642
   1.332523  14.03022635
   1.338073   0.00000835
   1.338160   0.00000835
   1.338711   0.00002819
   1.338896   0.00002819
   1.340097   2.66246846
   1.340153   2.66246847
   1.341427   0.00000411
   1.341679   0.00000411
   1.342084   5.07556654
   1.342224   5.07556671
   1.342276   0.00000601
   1.342663   0.00000601
   1.347388   0.00000085
   1.347499   0.00000085
   1.347992   0.00000267
   1.348215   0.00000267
   1.350873   0.83249371
   1.350953   0.83249370
   1.352647   1.49370277
   1.352820   1.49370266
   1.357092   0.00000029
   1.357383   0.00000029
   1.357641   0.00000007
   1.357780   0.00000007
   1.357879   0.00000042
   1.358213   0.00000022
   1.358319   0.00000042
   1.358476   0.00000022
   1.362539   0.21083123
   1.362644   0.21083125
   1.364133   0.35982370
   1.364343   0.35982371
   1.366410   4.21662455
   1.366410   4.21662455
   1.366541  10.97103269
   1.366549  10.97103252
   1.366940   2.18261964
   1.366970   2.18261970
   1.367107   1.31863982
   1.367118   1.31863982
   1.367384   0.72581865
   1.367413   0.72581867
   1.367441   5.26826226
   1.367467   5.26826219
   1.367483  22.75818619
   1.367495  22.75818678
   1.368665   0.33929472
   1.368691   0.33929471
   1.368769   0.19647355
   1.368794   0.19647354
   1.368877   0.00000001
   1.368899   9.97607074
   1.368918   9.97607010
   1.369047   0.00000001
   1.369206  36.04534164
   1.369217  36.04534133
   1.369419   0.00000001
   1.369728   0.00000001
   1.371098   0.04371537
   1.371112   0.07217884
   1.371116   0.04371536
   1.371157   0.07217884
   1.371338  14.15617143
   1.371347  14.15617149
   1.371679  37.56926831
   1.371688  37.56926678
   1.373809   0.00000002
   1.374144   0.00000002
   1.374385   0.00803904
   1.374392   0.00803904
   1.374478   0.01284635
   1.374541   0.00000002
   1.374545   0.01284635
   1.374775  13.13602058
   1.374778  13.13602000
   1.375039   0.00000002
   1.375134   0.04358942
   1.375268   0.04358942
   1.376577   0.07136021
   1.376826   0.07136020
   1.378643   0.00123627
   1.378650   0.00123627
   1.378794   0.00191940
   1.378886   0.00191940
   1.381148   0.00000000
   1.381353   0.00000000
   1.381662   0.00000000
   1.382023   0.00000000
   1.382192   9.28085690
   1.382200   9.28085645
   1.382375  87.74559190
   1.382377  87.74559527
   1.383633   2.96725433
   1.383645   2.96725448
   1.383898   0.00015945
   1.383922   0.00015945
   1.384095   0.00024144
   1.384207  35.52896832
   1.384215  35.52896809
   1.384215   0.00024144
   1.386020   1.29093198
   1.386034   1.29093201
   1.386823  13.86649822
   1.386841  13.86649887
   1.388702   0.00740428
   1.388868   0.00740428
   1.389338   0.53879093
   1.389349   0.53879090
   1.390017   0.01172166
   1.390190   0.00001736
   1.390235   0.00001736
   1.390256   4.88413088
   1.390287   4.88413089
   1.390311   0.01172166
   1.390421   0.00002573
   1.390574   0.00002573
   1.391062   0.00000260
   1.391114   0.00000260
   1.391143  18.75314768
   1.391166  18.75314823
   1.391169   0.00005183
   1.391190   0.00000179
   1.391228   0.00005183
   1.391251   0.00000179
   1.391359   0.00003506
   1.391421   0.00003506
   1.391573   0.00000010
   1.391616   0.00000010
   1.391641   0.00000000
   1.391654   0.00000007
   1.391710   0.00000007
   1.391888   0.00080743
   1.391951   0.00080743
   1.392025   0.00000000
   1.392159   0.00053338
   1.392221   0.00053338
   1.392707   0.00000000
   1.392740   0.00000000
   1.392751   0.00000000
   1.392801   0.00000000
   1.393213   0.00977330
   1.393279   0.00977330
   1.393579   0.19949622
   1.393585   0.19949622
   1.393592   0.00627834
   1.393654   0.00627834
   1.394472   0.00000000
   1.394486   0.00000000
   1.394493   0.00000000
   1.394514   0.00000000
   1.394529   0.00000000
   1.394539   1.51259448
   1.394587   1.51259455
   1.394759   0.00000000
   1.395091  62.82115547
   1.395110  62.82115641
   1.395139   0.09159950
   1.395206   0.09159950
   1.395666   0.05662469
   1.395724   0.05662469
   1.396866   0.00000000
   1.396899   0.00000000
   1.397563   0.00000160
   1.397630   0.00000160
   1.397657   0.65856424
   1.397723   0.65856426
   1.397817   0.00000233
   1.398006   0.00000233
   1.398390   0.38879091
   1.398442   0.38879092
   1.398581  25.62972415
   1.398598  25.62972376
   1.398741   0.06353904
   1.398745   0.06353904
   1.399701   0.40667509
   1.399770   0.40667509
   1.400758   3.61209064
   1.400821   3.61209081
   1.401783   2.01133498
   1.401826   2.01133510
   1.402204  74.38286943
   1.402242  74.38286655
   1.403294   0.00104055
   1.403495   0.00104055
   1.404429  14.93702692
   1.404486  14.93702694
   1.404500   0.00160076
   1.404830   0.01715365
   1.404842   0.00160076
   1.404848   0.01715365
   1.405772   0.09440806
   1.405865   0.09440806
   1.405871   7.72921919
   1.405902   7.72921929
   1.406064   0.00000013
   1.406158   0.00000013
   1.406336   0.00000018
   1.406565   0.00000018
   1.406977  22.85894134
   1.406983  22.85894161
   1.408647  45.71788494
   1.408695  45.71788249
   1.410239  58.12342457
   1.410301  58.12342487
   1.410692  21.53652355
   1.410709  21.53652447
   1.411873   0.00391814
   1.411906   0.00391814
   1.412785   0.01884131
   1.412906   0.01884131
   1.413382  99.14358103
   1.413419  99.14358240
   1.415751   0.00000001
   1.415876   0.00000001
   1.416296  41.49874141
   1.416296  41.49873982
   1.416318  15.25188941
   1.416329  15.25188935
   1.418594 131.61209492
   1.418617 131.61209255
   1.418964   0.00012162
   1.419204   0.00012162
   1.419236  34.71032756
   1.419327  34.71032890
   1.419898   0.00075453
   1.419950   0.00075453
   1.420077   0.00018275
   1.420473   0.00018275
   1.420775   0.00322166
   1.420926   0.00322166
   1.422712  48.14861505
   1.422728  48.14861403
   1.426620   7.96221657
   1.426651   7.96221683
   1.428939   0.00012277
   1.429015   0.00012277
   1.429231  16.54911774
   1.429354  16.54911796
   1.429780   0.00047418
   1.429966   0.00047418
   1.434199  39.83626992
   1.434202  39.83627001
   1.434443 362.34256036
   1.434445 362.34257098
   1.435225  11.63350107
   1.435229  11.63350138
   1.435669 122.51888502
   1.435675 122.51888688
   1.435776   0.00001189
   1.436059   0.00001189
   1.436807   0.00001751
   1.436907   4.25062971
   1.436910   4.25062956
   1.437263   0.00001751
   1.437435  37.31737801
   1.437448  37.31737976
   1.437916   3.32619649
   1.437971   3.32619657
   1.439041   0.00001698
   1.439142   0.00001698
   1.439219   1.35894207
   1.439219   1.35894208
   1.439765   9.57052863
   1.439786   9.57052896
   1.439846   0.00005997
   1.440071   0.00005997
   1.440259   6.41939593
   1.440417   6.41939545
   1.442140   0.35012595
   1.442146   0.35012594
   1.442675   2.01259446
   1.442706   2.01259438
   1.445668   0.07144837
   1.445681   0.07144837
   1.446177   0.34269521
   1.446219   0.34269521
   1.446899  80.80603997
   1.446923  80.80604335
   1.449803   0.01132368
   1.449825   0.01132368
   1.450245   1.12795977
